Title,Desc,BodyPart
ACFT Low-handle trap bar deadlift,"The low-handle trap bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. This specific exercise is part of the new Army Combat Fitness Test or ACFT. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Lower Back
Neutral-grip lat pull-down,"The neutral-grip lat pull-down is a variation on the lat pull-down that uses a handle with a neutral (palms facing in) grip. This arrangement helps to build lat width and target the upper lats. This movement is usually performed for moderate to high reps, such as 8-12 per set or higher, as part of an upper-body or back-focused workout.",Lower Back
Seated cable deadlift,"The seated cable deadlift is a version of the deadlift or hip hinge movement that is performed on a seated cable row machine. Similar to a stiff-legged deadlift or 45-degree back extension, it targets the muscles of the lower back, as well as the glutes and upper back to a lesser degree. It is usually utilized in higher rep ranges, at least 8-12 reps per set, on a back-focused muscle-building day, or as a deadlift accessory lift to strengthen the lower back.",Lower Back
Cable stiff-legged deadlift,"The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.",Lower Back
Single-leg cable stiff-legged deadlift,"The single-leg cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion. Training one leg at a time allows for working out imbalances.",Lower Back
UNS Banded Dumbbell Romanian Deadlift,No Desc,Lower Back
Seated Back Extension,No Desc,Lower Back
Back extension,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Lower Back
Hyperextensions With No Hyperextension Bench,No Desc,Lower Back
Superman,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Lower Back
Hug A Ball,No Desc,Lower Back
Child's pose,Child’s pose is a traditional yoga pose that is also popular in fitness and strength training. It targets mobility of the thoracic spine and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.,Lower Back
Pelvic Tilt Into Bridge,No Desc,Lower Back
Hug Knees To Chest,No Desc,Lower Back
Pyramid,No Desc,Lower Back
Partner Superman with alternating high-five,"The partner Superman with alternating high-five is an exercise in which both partners perform isometric holds for reps, high-fiving each other in between. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or as part of a core or back-focused workout or finisher.",Lower Back
Yoga plex,"The yoga plex is a stretch that combines elements of the downward facing dog yoga pose with the “world’s greatest stretch.” It is most commonly performed as part of a dynamic warm-up, to limber up muscles from head to toe, raise the body’s core temperature, and mobilize the hips, upper back, and shoulders.",Lower Back
TBS Back Extension,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Lower Back
Lower Back Stretch - Yates Variation,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",Lower Back
Hyperextension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Lower Back
Back Extension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Lower Back
HM Banana Stretch,No Desc,Lower Back
HM T-Spine Stretch on Wall,No Desc,Lower Back
HM Child's Pose,No Desc,Lower Back
HM Cobra,No Desc,Lower Back
HM Cobra With Arm Retraction,No Desc,Lower Back
HM Dive-Bomber,No Desc,Lower Back
HM Downward-Facing Dog Pose,No Desc,Lower Back
HM Downward Dog To Left Leg Extension To Warrior Pose,No Desc,Lower Back
HM Downward Dog To Right Leg Extension To Warrior Pose,No Desc,Lower Back
HM Spine Twist,No Desc,Lower Back
HM Good Morning,No Desc,Lower Back
HM Rag Doll,No Desc,Lower Back
HM Upward-Facing Dog Pose,No Desc,Lower Back
Superman-,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Lower Back
Weighted back extension,"The weighted back extension is an exercise targeting the spinal erectors, as well as the glutes and hamstrings. Back extensions are often done for high reps without weight, but when done with weight, they can be an excellent accessory movement for deadlift strength as well as an overall posterior-chain strength builder. Because your back is the limiting factor, it's still an exercise that is usually done for moderate to high reps, such as 8-12 reps per set or higher. You can weight it with a plate or by holding a dumbbell or other weight in your hands.",Lower Back
MetaBurn Alternating Superman,No Desc,Lower Back
MetaBurn Swimmer,No Desc,Lower Back
Dancer's Stretch,No Desc,Lower Back
